feature_map_family,ansatz_family,num_qubits,depth,topology,noise_condition,expressibility_kl_mean,meyer_wallach_mean,gradient_variance_mean,expressibility_kl_std,meyer_wallach_std,gradient_variance_std
local_z,real_amplitudes,4,1,full,noisy,0.7682592695236823,0.00149590629212427,0.03147898826651929,0.21924205074360753,1.3381292142901454e-16,0.03166905081910006
local_z,real_amplitudes,4,1,linear,noiseless,0.5862695115837218,2.71327404988142e-15,0.15064623215971898,0.06316655144037632,2.4528140976182035e-17,0.09917998789006048
local_z,real_amplitudes,4,1,linear,noisy,0.7682592695236823,0.00149590629212427,0.1479248655928024,0.21924205074360753,1.3381292142901454e-16,0.10853269409619568
local_z,real_amplitudes,4,2,circular,noiseless,0.9801890157908876,5.574873895852761e-15,0.02432172120308862,0.18498017759969085,6.230935435274096e-17,0.004948272842162396
local_z,real_amplitudes,4,2,circular,noisy,1.4752983739885632,0.00291013374516366,0.01646988315909404,0.6285819192339991,2.8366095770967328e-05,0.008766053530882122
local_z,real_amplitudes,4,2,full,noiseless,0.9801890157908876,5.574873895852761e-15,0.12425643570170461,0.18498017759969085,6.230935435274096e-17,0.017139441218095443
local_z,real_amplitudes,4,2,full,noisy,1.4752983739885632,0.00291013374516366,0.07247930084632756,0.6285819192339991,2.8366095770967328e-05,0.019171351691973457
local_z,real_amplitudes,4,2,linear,noiseless,0.9801890157908876,5.574873895852761e-15,0.17797208879111243,0.18498017759969085,6.230935435274096e-17,0.025320660676815755
local_z,real_amplitudes,4,2,linear,noisy,1.4752983739885632,0.00291013374516366,0.15911165355257278,0.6285819192339991,2.8366095770967328e-05,0.040931236582957595
local_z,real_amplitudes,4,4,circular,noiseless,0.9311575678669591,1.1236678254533672e-14,0.018468713447901818,0.10192826957292081,1.0719955658634488e-16,0.009514237134778196
local_z,real_amplitudes,4,4,circular,noisy,1.2853263465988323,0.0053818656619248,0.00620776913674458,0.500892619167337,2.2818781138799427e-05,0.004583387823574009
local_z,real_amplitudes,4,4,full,noiseless,0.9311575678669591,1.1236678254533672e-14,0.03902523659396478,0.10192826957292081,1.0719955658634488e-16,0.02073571765851201
local_z,real_amplitudes,4,4,full,noisy,1.2853263465988323,0.0053818656619248,0.012637447985261799,0.500892619167337,2.2818781138799427e-05,0.00800528768039033
local_z,real_amplitudes,4,4,linear,noiseless,0.9311575678669591,1.1236678254533672e-14,0.05766737433659286,0.10192826957292081,1.0719955658634488e-16,0.02825053319556055
local_z,real_amplitudes,4,4,linear,noisy,1.2853263465988323,0.0053818656619248,0.044085998979923616,0.500892619167337,2.2818781138799427e-05,0.026509515851856905
local_z,real_amplitudes,4,8,circular,noiseless,0.6400006134067008,2.2572055335956518e-14,0.025951034995517153,0.07667017575436937,1.2029346025294906e-16,0.011687763588592066
local_z,real_amplitudes,4,8,circular,noisy,0.9699048655074851,0.01065344253672801,0.00191421293900705,0.20188200966770542,5.246302416270515e-05,0.0011608212125476987
local_z,real_amplitudes,4,8,full,noiseless,0.6400006134067008,2.2572055335956518e-14,0.02980779031433759,0.07667017575436937,1.2029346025294906e-16,0.014890820232189734
local_z,real_amplitudes,4,8,full,noisy,0.9699048655074851,0.01065344253672801,0.00137414339642755,0.20188200966770542,5.246302416270515e-05,0.0007117772597297974
local_z,real_amplitudes,4,8,linear,noiseless,0.6400006134067008,2.2572055335956518e-14,0.031035906851040008,0.07667017575436937,1.2029346025294906e-16,0.015822448577702916
local_z,real_amplitudes,4,8,linear,noisy,0.9699048655074851,0.01065344253672801,0.017693031811818,0.20188200966770542,5.246302416270515e-05,0.010647890393197662
local_z,real_amplitudes,8,1,circular,noiseless,0.45400517738861756,5.3356208340460395e-15,0.05261148086583145,0.13507471216211686,3.019430179860406e-17,0.043852649640344375
local_z,real_amplitudes,8,1,circular,noisy,0.5093140232360545,0.00258089377668098,2.714167494406825e-10,0.4979172510273443,1.9886352586694199e-16,7.540892689729303e-10
local_z,real_amplitudes,8,1,full,noiseless,0.45400517738861756,5.3356208340460395e-15,0.11713042703753374,0.13507471216211686,3.019430179860406e-17,0.07381459792683165
local_z,real_amplitudes,8,1,full,noisy,0.5093140232360545,0.00258089377668098,3.308622510340831e-17,0.4979172510273443,1.9886352586694199e-16,2.3392819606528103e-17
local_z,real_amplitudes,8,1,linear,noiseless,0.45400517738861756,5.3356208340460395e-15,0.14903063304712194,0.13507471216211686,3.019430179860406e-17,0.09455437812592139
local_z,real_amplitudes,8,1,linear,noisy,0.5093140232360545,0.00258089377668098,0.14826332956979954,0.4979172510273443,1.9886352586694199e-16,0.09137315023676873
local_z,real_amplitudes,8,2,circular,noiseless,3.694543312748926,1.1014633649608639e-14,0.0279812866544758,0.44750694632368504,4.8949099573829255e-17,0.005820774588241835
local_z,real_amplitudes,8,2,circular,noisy,4.22996494877582,0.00455915100889134,0.015583992117002779,1.2643800921263402,5.4590165463410454e-05,0.008816753565417017
local_z,real_amplitudes,8,2,full,noiseless,3.694543312748926,1.1014633649608639e-14,0.10534475507026608,0.44750694632368504,4.8949099573829255e-17,0.01469900680254295
